Dokument ID;Nachname;Vorname;Pseudonym;Gender;Titel;Untertitel_im_Text;Untertitel_im_Inhaltsverzeichnis;Jahr_ED;entstanden;Gattungslabel_ED;Gattungslabel_ED_normalisiert;Medium_ED;Medientyp_ED;Hg.;Kanon_Status;Nummer im Heft (ab 00797: 1 erste Position. 0 nicht erste Position);seriell;Seiten;Medium_Zweitdruck;Jahr_Zweitdruck;Label_Zweitdruck;Medium_Drittdruck;Jahr_Drittdruck;Label_Drittdruck;in_Deutscher_Novellenschatz_(Heyse);in_Pantheon;in_RUB_Sammlung;in_B-v-Wiese;Verantwortlich_Erfassung;falls andere Quelle;Herkunft_Prätext_lt_Paratext;Wahrheitsbeglaubigung_lt_Paratext;Bearbeitungsqualität;ist_spätere_Fassung_von;UrhGeschBis;falls_Episode_als_Ganztext_erfasst;Kontrafaktizität_annotiert
00883-196;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-197;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-198;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-199;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-200;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-201;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-202;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-203;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-204;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-205;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-206;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-207;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-208;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-209;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-210;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-211;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-212;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-213;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-214;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-215;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-216;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-217;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-218;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-219;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-220;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-221;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-222;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-223;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-224;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-225;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-226;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-227;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00883-228;Kraft;Robert;Knut Larsen;m;Die Vestalinnen;Eine Reise um die Erde.;Eine Reise um die Erde. Abenteuer zu Wasser und zu Lande. Erzählt nach eigenen Erlebnissen;1895;;(unbekannt);(unbekannt);Die Vestalinnen, Eine Reise um die Erde.;Kolportageroman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-00;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-01;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-02;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-03;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-04;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-05;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-06;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-07;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-08;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-09;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-10;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-11;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-12;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-13;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-14;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-15;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-16;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-17;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-18;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-19;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-20;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-21;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-22;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-23;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-24;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-25;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-26;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-27;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-28;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-29;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-30;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-31;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-32;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-33;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-34;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-35;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-36;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-37;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-38;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-39;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-40;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
00884-41;Kraft;Robert;Knut Larsen;m;Detektiv Nobody's Erlebnisse und Reiseabenteuer;;Nach seinen Tagebüchern bearbeitet;1880;;(unbekannt);(unbekannt);Detektiv Nobody's Erlebnisse und Reiseabenteuer;Roman;H. G. Münchmeyer;;;TRUE;;;;;;;;;;;;Franziska Danner;;;;;;;;
